trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1142,False,"{'a': 0.31918002298450265, 'e': 0.4157764029889078}",20,0,6.58122475321016,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1143,False,"{'a': 0.3188610024983463, 'e': 0.4148667283850009}",20,0,-4.474312953278334,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1144,False,"{'a': 0.31854230087321894, 'e': 0.4139566389144}",30,18,-1.5442926115200537,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1145,False,"{'a': 0.3182239177904191, 'e': 0.4130461354871949}",30,21,-8.831851452654117,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
1146,False,"{'a': 0.3179058529315635, 'e': 0.4121352190138885}",20,0,1.5626433728361762,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1147,False,"{'a': 0.31758810597858733, 'e': 0.41122389040539764}",25,3,-35.93806225528773,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
1148,False,"{'a': 0.3172706766137436, 'e': 0.4103121505730504}",30,3,-65.28746501639073,"{0: 18, 1: 3, 2: 4, 3: 2, 4: 0}",1
1149,False,"{'a': 0.31695356451960294, 'e': 0.40940000042858704}",20,8,-10.215282754762917,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1150,False,"{'a': 0.3166367693790532, 'e': 0.40848744088415717}",25,19,12.376765442374285,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.3163202908752993, 'e': 0.4075744728523206}",30,0,11.037039561934437,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
1152,False,"{'a': 0.3160041286918625, 'e': 0.40666109724604504}",20,0,-2.083936840728046,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1153,False,"{'a': 0.3156882825125808, 'e': 0.40574731497870625}",20,0,-35.348087089814115,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1154,False,"{'a': 0.31537275202160797, 'e': 0.4048331269640863}",20,6,14.52906727117932,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1155,False,"{'a': 0.31505753690341337, 'e': 0.40391853411637296}",20,0,-6.524465133429668,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1156,False,"{'a': 0.314742636842782, 'e': 0.4030035373501593}",20,1,-72.39000568056282,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 2}",1
1157,False,"{'a': 0.31442805152481357, 'e': 0.40208813758044176}",20,1,-105.54909024096783,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 2}",1
1158,False,"{'a': 0.31411378063492296, 'e': 0.4011723357226203}",25,17,17.80925926640256,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.31379982385883914, 'e': 0.4002561326924963}",25,3,-22.354662410121886,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
1160,False,"{'a': 0.3134861808826054, 'e': 0.3993395294062732}",30,0,-157.42889302223185,"{0: 22, 1: 0, 2: 3, 3: 2, 4: 3}",0
1161,False,"{'a': 0.3131728513925785, 'e': 0.3984225267805538}",25,9,1.916611343071561,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
1162,False,"{'a': 0.31285983507542925, 'e': 0.39750512573234104}",35,0,22.510133935281274,"{0: 32, 1: 1, 2: 2, 3: 0, 4: 0}",0
1163,False,"{'a': 0.312547131618141, 'e': 0.3965873271790354}",20,14,11.070034193779914,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.31223474070801055, 'e': 0.39566913203843584}",25,13,16.672863231332606,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.3119226620326468, 'e': 0.39475054122873704}",20,8,-79.9394530007352,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 1}",1
1166,False,"{'a': 0.31161089527997105, 'e': 0.3938315556685301}",20,9,-29.177135199455847,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
1167,False,"{'a': 0.31129944013821653, 'e': 0.39291217627680014}",30,23,13.808550399682847,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.3109882962959281, 'e': 0.39199240397292684}",25,10,-32.016483440873614,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
1169,False,"{'a': 0.3106774634419619, 'e': 0.391072239676682}",20,0,-38.38549495764779,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
1170,False,"{'a': 0.31036694126548503, 'e': 0.3901516843082303}",30,16,29.815524888906232,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.3100567294559753, 'e': 0.3892307387881266}",20,8,-33.131428663414106,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1172,False,"{'a': 0.3097468277032209, 'e': 0.38830940403731673}",20,6,10.757855634343482,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1173,False,"{'a': 0.3094372356973199, 'e': 0.38738768097713494}",20,0,-42.57522234836452,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1174,False,"{'a': 0.30912795312868047, 'e': 0.38646557052930475}",25,12,22.485347872821,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.30881897968801986, 'e': 0.385543073615936}",35,21,-42.16535361535324,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
1176,False,"{'a': 0.3085103150663647, 'e': 0.38462019115952595}",20,4,9.61753346188018,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1177,False,"{'a': 0.30820195895505037, 'e': 0.3836969240829566}",30,6,-2.982666375299675,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
1178,False,"{'a': 0.30789391104572067, 'e': 0.38277327330949534}",25,8,-42.789452359437036,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
1179,False,"{'a': 0.3075861710303276, 'e': 0.38184923976279245}",30,18,18.07259717831043,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.30727873860113125, 'e': 0.38092482436688185}",25,9,-3.0032246212651446,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
1181,False,"{'a': 0.30697161345069907, 'e': 0.3800000280461784}",25,6,4.853251621601646,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
1182,False,"{'a': 0.306664795271906, 'e': 0.3790748517254788}",30,19,-15.94817217678766,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1183,False,"{'a': 0.30635828375793367, 'e': 0.3781492963299588}",20,9,19.89751733407833,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.3060520786022707, 'e': 0.37722336278517427}",25,4,-1.5890187279430072,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
1185,False,"{'a': 0.30574617949871175, 'e': 0.37629705201705815}",30,8,6.08344631985791,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
1186,False,"{'a': 0.3054405861413579, 'e': 0.37537036495192155}",25,0,-47.47050064830461,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
1187,False,"{'a': 0.3051352982246155, 'e': 0.3744433025164511}",20,4,-69.43562489965362,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 1}",1
1188,False,"{'a': 0.3048303154431969, 'e': 0.37351586563770955}",20,10,-31.085681572439984,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1189,False,"{'a': 0.30452563749211903, 'e': 0.37258805524313326}",20,0,-11.654064049304887,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1190,False,"{'a': 0.3042212640667041, 'e': 0.371659872260533}",30,19,1.5135764232356355,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1191,False,"{'a': 0.3039171948625785, 'e': 0.37073131761809125}",30,13,-32.96310258770687,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
1192,False,"{'a': 0.30361342957567317, 'e': 0.36980239224436295}",25,10,23.010991800797555,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.3033099679022227, 'e': 0.36887309706827304}",25,6,-1.3153566407952928,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
1194,False,"{'a': 0.3030068095387654, 'e': 0.367943433019117}",20,5,4.359965344036507,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1195,False,"{'a': 0.30270395418214285, 'e': 0.3670134010265584}",25,2,-56.09478588803679,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 1}",1
1196,False,"{'a': 0.3024014015294998, 'e': 0.36608300202062954}",20,14,12.639013770645416,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.3020991512782834, 'e': 0.365152236931729}",35,13,21.749636707393535,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1198,False,"{'a': 0.30179720312624353, 'e': 0.36422110669062213}",25,5,-58.40350878838211,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
1199,False,"{'a': 0.30149555677143186, 'e': 0.36328961222843875}",20,13,-29.831550313736006,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1200,False,"{'a': 0.30119421191220214, 'e': 0.3623577544766736}",25,17,0.0030786996939728972,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1201,False,"{'a': 0.30089316824720935, 'e': 0.361425534367184}",35,14,-29.700081201864005,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
1202,False,"{'a': 0.30059242547541, 'e': 0.3604929528321903}",20,0,8.218685151609517,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1203,False,"{'a': 0.30029198329606105, 'e': 0.35956001080427363}",20,0,1.236088049492873,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1204,False,"{'a': 0.29999184140872054, 'e': 0.35862670921637635}",30,9,11.317202781994197,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
1205,False,"{'a': 0.2996919995132463, 'e': 0.3576930490017995}",25,6,-6.015273319044198,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
1206,False,"{'a': 0.2993924573097967, 'e': 0.35675903109420365}",20,10,1.3250031713204034,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1207,False,"{'a': 0.29909321449882925, 'e': 0.35582465642760625}",20,6,-29.81198782232705,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1208,False,"{'a': 0.29879427078110127, 'e': 0.3548899259363823}",25,11,14.524680284736817,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1209,False,"{'a': 0.2984956258576689, 'e': 0.3539548405552618}",20,10,-9.718865057183594,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
1210,False,"{'a': 0.2981972794298874, 'e': 0.3530194012193304}",20,15,10.179953395291696,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.2978992311994101, 'e': 0.35208360886402695}",20,6,11.026517594922637,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1212,False,"{'a': 0.29760148086818883, 'e': 0.3511474644251443}",30,21,-29.323429458543895,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1213,False,"{'a': 0.2973040281384732, 'e': 0.3502109688388262}",25,0,24.940657916150403,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1214,False,"{'a': 0.29700687271281057, 'e': 0.34927412304156863}",25,3,-40.79912743451827,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
1215,False,"{'a': 0.2967100142940453, 'e': 0.348336927970217}",25,17,18.94593474237173,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.2964134525853191, 'e': 0.34739938456196656}",20,3,26.467920183818347,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.29611718729007014, 'e': 0.3464614937543603}",20,1,-61.08917610183835,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
1218,False,"{'a': 0.2958212181120332, 'e': 0.3455232564852894}",25,18,2.7655450804647863,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1219,False,"{'a': 0.295525544755239, 'e': 0.3445846736929906}",20,11,-4.7064733680050805,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1220,False,"{'a': 0.2952301669240142, 'e': 0.34364574631604705}",20,0,4.7078132820549365,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1221,False,"{'a': 0.29493508432298093, 'e': 0.3427064752933856}",20,6,-13.571143116337996,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1222,False,"{'a': 0.2946402966570566, 'e': 0.3417668615642776}",25,14,19.068370328380208,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.29434580363145335, 'e': 0.3408269060683363}",20,6,15.236921145786217,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.29405160495167837, 'e': 0.3398866097455176}",30,18,16.383127129995486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.2937577003235328, 'e': 0.3389459735361172}",25,15,14.53420038104031,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.2934640894531121, 'e': 0.33800499838077175}",25,15,-24.523594378462835,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1227,False,"{'a': 0.2931707720468052, 'e': 0.3370636852204559}",20,0,-0.9989354250587343,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1228,False,"{'a': 0.2928777478112949, 'e': 0.3361220349964831}",20,14,13.234523549018075,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.2925850164535567, 'e': 0.3351800486505031}",30,2,-32.64166775371378,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 1}",1
1230,False,"{'a': 0.2922925776808594, 'e': 0.3342377271245026}",25,2,-11.121654888495677,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
1231,False,"{'a': 0.29200043120076413, 'e': 0.3332950713608026}",25,12,2.4303617114644567,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1232,False,"{'a': 0.29170857672112444, 'e': 0.33235208230205926}",20,11,-30.547793037561874,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1233,False,"{'a': 0.2914170139500857, 'e': 0.3314087608912611}",25,14,7.094017999468061,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1234,False,"{'a': 0.29112574259608526, 'e': 0.33046510807172985}",25,13,0.7735375005286571,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1235,False,"{'a': 0.2908347623678516, 'e': 0.32952112478711787}",20,9,19.0698236315998,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.2905440729744046, 'e': 0.3285768119814088}",25,2,-27.697691222727155,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
1237,False,"{'a': 0.29025367412505476, 'e': 0.3276321705989149}",25,19,9.683834292089063,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.2899635655294033, 'e': 0.3266872015842779}",25,10,0.8242587221243944,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
1239,False,"{'a': 0.28967374689734143, 'e': 0.3257419058824663}",20,10,-2.050853640568688,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1240,False,"{'a': 0.28938421793905067, 'e': 0.32479628443877623}",25,10,-22.267447455976587,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1241,False,"{'a': 0.2890949783650019, 'e': 0.3238503381988286}",25,0,2.7792255852772625,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1242,False,"{'a': 0.28880602788595566, 'e': 0.3229040681085699}",30,0,1.8977093558975318,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
1243,False,"{'a': 0.2885173662129613, 'e': 0.3219574751142698}",30,2,15.846629796718874,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 0}",1
1244,False,"{'a': 0.2882289930573573, 'e': 0.32101056016252166}",35,13,11.18803124683273,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1245,False,"{'a': 0.2879409081307703, 'e': 0.32006332420023986}",25,20,11.514900607688332,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.28765311114511544, 'e': 0.3191157681746608}",20,9,-72.19268906118566,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
1247,False,"{'a': 0.28736560181259563, 'e': 0.31816789303333987}",25,13,13.334308209424307,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.28707837984570167, 'e': 0.3172196997241527}",25,10,-0.7923561709598181,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
1249,False,"{'a': 0.2867914449572114, 'e': 0.316271189195292}",25,0,-14.854826014577627,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
1250,False,"{'a': 0.28650479686019015, 'e': 0.3153223623952687}",30,10,-20.22010063496044,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
1251,False,"{'a': 0.28621843526798946, 'e': 0.31437322027290904}",20,10,19.525110596113883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.285932359894248, 'e': 0.3134237637773555}",20,15,8.919718166731887,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.28564657045289016, 'e': 0.3124739938580641}",20,0,17.031896722431398,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1254,False,"{'a': 0.28536106665812666, 'e': 0.3115239114648051}",25,13,-18.049027901948115,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
1255,False,"{'a': 0.2850758482244536, 'e': 0.3105735175476604}",25,12,21.15509630155964,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.2847909148666525, 'e': 0.3096228130570242}",20,8,13.515971443450068,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.2845062662997899, 'e': 0.3086717989436006}",25,16,-40.64319940219313,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
1258,False,"{'a': 0.2842219022392175, 'e': 0.3077204761584039}",20,4,3.4163031104318984,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1259,False,"{'a': 0.28393782240057086, 'e': 0.3067688456527566}",25,15,7.264170069352147,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1260,False,"{'a': 0.2836540264997704, 'e': 0.30581690837828934}",20,5,1.7640385127250109,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1261,False,"{'a': 0.28337051425301996, 'e': 0.30486466528693895}",25,14,11.157866240971007,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1262,False,"{'a': 0.2830872853768075, 'e': 0.3039121173309489}",20,2,-42.60953174693117,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
1263,False,"{'a': 0.2828043395879039, 'e': 0.3029592654628667}",20,13,3.13825969116761,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.2825216766033636, 'e': 0.30200611063554444}",20,6,-30.904700712353904,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1265,False,"{'a': 0.2822392961405233, 'e': 0.3010526538021365}",25,0,7.1301293266455055,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
1266,False,"{'a': 0.28195719791700274, 'e': 0.3000988959161001}",30,14,31.37468293804296,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.28167538165070355, 'e': 0.29914483793119256}",30,18,-21.159342179962486,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1268,False,"{'a': 0.2813938470598096, 'e': 0.2981904808014722}",30,23,14.418731262042137,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.281112593862786, 'e': 0.29723582548129573}",20,3,-23.59938371304347,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1270,False,"{'a': 0.2808316217783798, 'e': 0.29628087292531874}",20,7,-19.272493690176184,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1271,False,"{'a': 0.2805509305256187, 'e': 0.2953256240884933}",20,8,20.830790201840127,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.28027051982381157, 'e': 0.29437007992606856}",25,0,15.869996155402578,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1273,False,"{'a': 0.27999038939254756, 'e': 0.29341424139358824}",25,11,-70.70573147092234,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
1274,False,"{'a': 0.27971053895169634, 'e': 0.29245810944689116}",30,16,9.649400713058125,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1275,False,"{'a': 0.2794309682214073, 'e': 0.2915016850421088}",20,0,24.370257167637412,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1276,False,"{'a': 0.27915167692210985, 'e': 0.29054496913566596}",30,0,-37.57230648180035,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
1277,False,"{'a': 0.2788726647745125, 'e': 0.28958796268427794}",25,14,1.5691555947189695,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1278,False,"{'a': 0.27859393149960326, 'e': 0.2886306666449516}",25,0,17.184178762758382,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1279,False,"{'a': 0.27831547681864865, 'e': 0.2876730819749824}",20,16,7.642344299238572,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.27803730045319414, 'e': 0.2867152096319555}",25,14,16.398669424317916,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.2777594021250632, 'e': 0.2857570505737428}",20,1,-36.330746505634266,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
1282,False,"{'a': 0.27748178155635755, 'e': 0.28479860575850313}",20,16,7.860545378661676,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.2772044384694566, 'e': 0.28383987614468165}",30,20,12.759574645468696,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.27692737258701716, 'e': 0.2828808626910075}",20,8,11.848718495576078,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1285,False,"{'a': 0.2766505836319734, 'e': 0.2819215663564944}",25,7,6.232964054724232,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1286,False,"{'a': 0.27637407132753633, 'e': 0.28096198810043826}",20,10,18.454783028015257,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.2760978353971937, 'e': 0.2800021288824176}",20,3,20.567724597917064,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.27582187556470933, 'e': 0.2790419896622912}",25,11,-39.77309321640954,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1289,False,"{'a': 0.27554619155412363, 'e': 0.2780815714001986}",30,20,-0.05908603325402062,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1290,False,"{'a': 0.27527078308975234, 'e': 0.2771208750565576}",25,18,15.52880670872581,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.2749956498961872, 'e': 0.2761599015920648}",30,10,22.64205044418259,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1292,False,"{'a': 0.2747207916982948, 'e': 0.2751986519676933}",25,14,-33.80342049392761,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1293,False,"{'a': 0.27444620822121696, 'e': 0.27423712714469284}",20,10,6.6286251616088325,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1294,False,"{'a': 0.27417189919037027, 'e': 0.273275328084588}",30,9,7.246659798833378,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
1295,False,"{'a': 0.2738978643314456, 'e': 0.272313255749178}",30,19,18.854190578988703,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.27362410337040804, 'e': 0.2713509111005347}",30,19,24.166380705867745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.27335061603349675, 'e': 0.27038829510100315}",20,0,-20.820401450017744,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1298,False,"{'a': 0.2730774020472242, 'e': 0.26942540871319887}",25,14,-1.5972239051668538,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1299,False,"{'a': 0.2728044611383765, 'e': 0.26846225290000847}",20,10,-36.14306586276879,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1300,False,"{'a': 0.2725317930340126, 'e': 0.26749882862458735}",30,14,-26.58036546331872,"{0: 13, 1: 0, 2: 1, 3: 2, 4: 0}",1
1301,False,"{'a': 0.27225939746146455, 'e': 0.2665351368503601}",20,11,0.31657493985212737,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.27198727414833657, 'e': 0.265571178541018}",30,21,15.55860486528827,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.27171542282250544, 'e': 0.26460695466051976}",20,9,18.2915281251694,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.27144384321211973, 'e': 0.2636424661730887}",30,13,15.245138931448086,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1305,False,"{'a': 0.2711725350455999, 'e': 0.26267771404321355}",25,20,9.565851713664456,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.27090149805163766, 'e': 0.2617126992356461}",25,7,23.369787566517655,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1307,False,"{'a': 0.2706307319591961, 'e': 0.26074742271540147}",35,8,24.169211914017566,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 0}",1
1308,False,"{'a': 0.270360236497509, 'e': 0.25978188544775555}",25,17,-25.4604860424294,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1309,False,"{'a': 0.270090011396081, 'e': 0.2588160883982461}",25,0,4.2394842967947755,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1310,False,"{'a': 0.26982005638468687, 'e': 0.2578500325326696}",20,0,-3.4159673505553227,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1311,False,"{'a': 0.2695503711933716, 'e': 0.2568837188170823}",25,17,15.52770766240824,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.26928095555244996, 'e': 0.2559171482177973}",20,0,2.293079987793969,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
