trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
376,False,"{'a': 0.686602333042301, 'e': 0.9301408841905014}",30,0,-239.13295822701042,"{0: 18, 1: 0, 2: 6, 3: 2, 4: 4}",0
377,False,"{'a': 0.6859160738960202, 'e': 0.929773216327882}",30,0,-159.95620322660557,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
378,False,"{'a': 0.6852305006658703, 'e': 0.9294046186921237}",20,0,-113.58340620480797,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
379,False,"{'a': 0.6845456126662782, 'e': 0.9290350916518241}",25,0,-91.40145051429279,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
380,False,"{'a': 0.6838614092123558, 'e': 0.9286646355765102}",20,0,-96.88031293069388,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
381,False,"{'a': 0.6831778896198997, 'e': 0.9282932508366383}",25,0,-80.18476525037855,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
382,False,"{'a': 0.6824950532053901, 'e': 0.9279209378035927}",25,6,-35.73146627457727,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 0}",1
383,False,"{'a': 0.6818128992859905, 'e': 0.9275476968496869}",20,0,-179.04415550781772,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
384,False,"{'a': 0.6811314271795471, 'e': 0.9271735283481612}",25,0,-188.47237602706298,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
385,False,"{'a': 0.6804506362045877, 'e': 0.9267984326731847}",20,0,-84.45246497387987,"{0: 12, 1: 3, 2: 2, 3: 3, 4: 0}",0
386,False,"{'a': 0.679770525680321, 'e': 0.9264224101998526}",25,0,-208.58363610943294,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 4}",0
387,False,"{'a': 0.6790910949266368, 'e': 0.9260454613041876}",20,0,-195.77416699661904,"{0: 10, 1: 0, 2: 5, 3: 2, 4: 3}",0
388,False,"{'a': 0.678412343264104, 'e': 0.9256675863631385}",20,0,-120.11571667220907,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
389,False,"{'a': 0.6777342700139711, 'e': 0.9252887857545801}",25,0,-93.12165992754794,"{0: 16, 1: 4, 2: 2, 3: 2, 4: 1}",0
390,False,"{'a': 0.6770568744981647, 'e': 0.9249090598573131}",35,0,-134.76496077771947,"{0: 23, 1: 3, 2: 6, 3: 2, 4: 1}",0
391,False,"{'a': 0.6763801560392891, 'e': 0.9245284090510633}",25,11,-47.19844222345528,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 0}",1
392,False,"{'a': 0.675704113960626, 'e': 0.9241468337164814}",25,0,-104.06913557738342,"{0: 14, 1: 2, 2: 7, 3: 2, 4: 0}",0
393,False,"{'a': 0.6750287475861332, 'e': 0.9237643342351428}",25,3,-75.63377367911794,"{0: 15, 1: 0, 2: 6, 3: 0, 4: 1}",1
394,False,"{'a': 0.6743540562404442, 'e': 0.9233809109895471}",25,0,-146.12988113194461,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
395,False,"{'a': 0.6736800392488677, 'e': 0.9229965643631173}",25,0,-92.09144037070577,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
396,False,"{'a': 0.6730066959373865, 'e': 0.9226112947402}",25,0,-204.10224120474095,"{0: 11, 1: 4, 2: 6, 3: 1, 4: 3}",0
397,False,"{'a': 0.6723340256326573, 'e': 0.9222251025060648}",20,0,-133.4905366261857,"{0: 14, 1: 0, 2: 1, 3: 3, 4: 2}",0
398,False,"{'a': 0.6716620276620098, 'e': 0.9218379880469041}",25,0,-67.4516831658073,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
399,False,"{'a': 0.6709907013534459, 'e': 0.921449951749832}",20,0,-162.8869249119059,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
400,False,"{'a': 0.6703200460356393, 'e': 0.9210609940028851}",20,0,-57.912573488005464,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
401,False,"{'a': 0.6696500610379346, 'e': 0.9206711151950209}",30,0,-71.51377599249113,"{0: 19, 1: 3, 2: 8, 3: 0, 4: 0}",0
402,False,"{'a': 0.6689807456903467, 'e': 0.9202803157161181}",25,0,-135.69204996714666,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
403,False,"{'a': 0.6683120993235603, 'e': 0.9198885959569765}",25,0,-80.71594495967854,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
404,False,"{'a': 0.6676441212689289, 'e': 0.9194959563093155}",25,4,-69.89090028259677,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 1}",1
405,False,"{'a': 0.6669768108584744, 'e': 0.9191023971657747}",30,6,-145.70077609106997,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 2}",1
406,False,"{'a': 0.6663101674248864, 'e': 0.9187079189199134}",30,0,-113.72174604236197,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
407,False,"{'a': 0.6656441903015212, 'e': 0.9183125219662098}",25,10,7.43772638823801,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.6649788788224019, 'e': 0.9179162067000607}",25,0,-70.62719481478051,"{0: 17, 1: 3, 2: 2, 3: 3, 4: 0}",1
409,False,"{'a': 0.6643142323222168, 'e': 0.9175189735177814}",20,0,-84.18711443265389,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
410,False,"{'a': 0.6636502501363194, 'e': 0.9171208228166051}",20,0,-154.9417615932825,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
411,False,"{'a': 0.6629869316007274, 'e': 0.9167217549946823}",25,0,-64.88824226020247,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
412,False,"{'a': 0.6623242760521222, 'e': 0.916321770451081}",25,0,-134.76753765777275,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
413,False,"{'a': 0.6616622828278483, 'e': 0.9159208695857856}",20,0,-151.88230624667975,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 3}",0
414,False,"{'a': 0.6610009512659124, 'e': 0.9155190527996969}",20,0,-131.8061879207069,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
415,False,"{'a': 0.6603402807049829, 'e': 0.9151163204946318}",20,14,-2.78246008959003,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
416,False,"{'a': 0.659680270484389, 'e': 0.9147126730733223}",30,6,-29.75899315732456,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 0}",1
417,False,"{'a': 0.6590209199441207, 'e': 0.914308110939416}",20,0,-128.66876728009768,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
418,False,"{'a': 0.6583622284248272, 'e': 0.913902634497475}",20,0,-49.51701781956728,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
419,False,"{'a': 0.657704195267817, 'e': 0.9134962441529757}",25,19,2.955955174434127,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.6570468198150567, 'e': 0.9130889403123083}",20,0,-60.0662969989748,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
421,False,"{'a': 0.6563901014091712, 'e': 0.9126807233827767}",30,0,-54.302645677807874,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
422,False,"{'a': 0.6557340393934418, 'e': 0.9122715937725977}",25,5,-99.30124582230168,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",1
423,False,"{'a': 0.6550786331118064, 'e': 0.911861551890901}",30,0,-65.06046283552968,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
424,False,"{'a': 0.6544238819088586, 'e': 0.9114505981477284}",20,0,-6.691547537056896,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
425,False,"{'a': 0.6537697851298473, 'e': 0.9110387329540337}",20,0,-135.9639490245437,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
426,False,"{'a': 0.6531163421206756, 'e': 0.9106259567216819}",30,0,-170.96051574463482,"{0: 17, 1: 2, 2: 6, 3: 4, 4: 1}",0
427,False,"{'a': 0.6524635522279005, 'e': 0.9102122698634492}",20,0,-144.07417251484895,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
428,False,"{'a': 0.651811414798732, 'e': 0.9097976727930226}",20,0,-193.44332594147994,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 4}",0
429,False,"{'a': 0.6511599291810325, 'e': 0.9093821659249989}",30,0,-189.84712169737338,"{0: 16, 1: 1, 2: 10, 3: 1, 4: 2}",0
430,False,"{'a': 0.6505090947233165, 'e': 0.9089657496748851}",25,0,-54.385014394172245,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
431,False,"{'a': 0.6498589107747496, 'e': 0.9085484244590974}",30,0,-204.75723658621197,"{0: 15, 1: 3, 2: 9, 3: 0, 4: 3}",0
432,False,"{'a': 0.6492093766851474, 'e': 0.9081301906949609}",25,0,-249.58319785109708,"{0: 11, 1: 3, 2: 5, 3: 2, 4: 4}",0
433,False,"{'a': 0.6485604918049761, 'e': 0.9077110488007095}",20,0,-81.58591413758631,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
434,False,"{'a': 0.6479122554853506, 'e': 0.9072909991954848}",35,0,-235.24760994987398,"{0: 20, 1: 0, 2: 10, 3: 2, 4: 3}",0
435,False,"{'a': 0.6472646670780347, 'e': 0.9068700422993367}",20,0,-48.653237855202235,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
436,False,"{'a': 0.6466177259354396, 'e': 0.9064481785332217}",20,0,-85.30347451218698,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
437,False,"{'a': 0.6459714314106245, 'e': 0.9060254083190037}",25,0,-29.334940065878556,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
438,False,"{'a': 0.6453257828572946, 'e': 0.9056017320794529}",20,0,-62.58050950849183,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
439,False,"{'a': 0.6446807796298013, 'e': 0.9051771502382456}",25,6,-132.46813288851223,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 3}",1
440,False,"{'a': 0.6440364210831414, 'e': 0.9047516632199634}",20,0,-54.907871348110575,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
441,False,"{'a': 0.6433927065729562, 'e': 0.9043252714500934}",20,13,-19.73730749177994,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
442,False,"{'a': 0.6427496354555312, 'e': 0.9038979753550274}",30,0,-58.203054096257,"{0: 23, 1: 2, 2: 3, 3: 2, 4: 0}",0
443,False,"{'a': 0.6421072070877952, 'e': 0.9034697753620612}",20,4,-6.817970331385515,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
444,False,"{'a': 0.6414654208273198, 'e': 0.903040671899395}",20,0,-150.31420479520028,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
445,False,"{'a': 0.6408242760323188, 'e': 0.9026106653961321}",20,0,-23.124909660425505,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
446,False,"{'a': 0.6401837720616471, 'e': 0.9021797562822791}",20,0,-180.52259626495848,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 3}",0
447,False,"{'a': 0.6395439082748009, 'e': 0.901747944988745}",20,0,-138.0383028589425,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
448,False,"{'a': 0.6389046840319162, 'e': 0.9013152319473411}",20,0,-97.41951885720364,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
449,False,"{'a': 0.6382660986937688, 'e': 0.9008816175907802}",20,0,-71.90071738458286,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
450,False,"{'a': 0.6376281516217733, 'e': 0.9004471023526769}",30,0,-184.41237756370538,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
451,False,"{'a': 0.6369908421779825, 'e': 0.9000116866675463}",20,0,-175.38918846947203,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
452,False,"{'a': 0.6363541697250871, 'e': 0.899575370970804}",20,0,-103.6489180107685,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
453,False,"{'a': 0.6357181336264143, 'e': 0.8991381556987657}",20,13,-3.2012345655623635,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.6350827332459281, 'e': 0.8987000412886466}",20,0,-67.36058740939345,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
455,False,"{'a': 0.6344479679482282, 'e': 0.8982610281785611}",20,13,-11.789211421929053,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
456,False,"{'a': 0.633813837098549, 'e': 0.8978211168075223}",35,18,-18.73541190875364,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
457,False,"{'a': 0.6331803400627598, 'e': 0.8973803076154415}",25,0,-186.83301812963902,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 3}",0
458,False,"{'a': 0.6325474762073634, 'e': 0.896938601043128}",30,6,-66.82187760081516,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 0}",1
459,False,"{'a': 0.6319152448994959, 'e': 0.896495997532288}",30,0,-186.00848481521777,"{0: 19, 1: 1, 2: 5, 3: 2, 4: 3}",0
460,False,"{'a': 0.631283645506926, 'e': 0.8960524975255252}",25,0,-162.1835664283116,"{0: 14, 1: 5, 2: 1, 3: 3, 4: 2}",0
461,False,"{'a': 0.6306526773980542, 'e': 0.8956081014663396}",25,0,-166.11323794671213,"{0: 13, 1: 5, 2: 4, 3: 0, 4: 3}",0
462,False,"{'a': 0.6300223399419123, 'e': 0.8951628097991272}",25,0,-75.18040918779319,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
463,False,"{'a': 0.6293926325081629, 'e': 0.8947166229691795}",30,0,-119.6304974419627,"{0: 19, 1: 4, 2: 3, 3: 3, 4: 1}",0
464,False,"{'a': 0.6287635544670984, 'e': 0.8942695414226836}",30,0,-68.01113867943577,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
465,False,"{'a': 0.6281351051896408, 'e': 0.8938215656067205}",25,0,-150.45386546014183,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
466,False,"{'a': 0.6275072840473408, 'e': 0.8933726959692665}",35,0,-157.12487717351166,"{0: 23, 1: 2, 2: 7, 3: 1, 4: 2}",0
467,False,"{'a': 0.626880090412377, 'e': 0.8929229329591909}",20,0,-88.43472280501135,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
468,False,"{'a': 0.6262535236575559, 'e': 0.8924722770262568}",30,0,-110.57557398424896,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
469,False,"{'a': 0.6256275831563107, 'e': 0.89202072862112}",25,3,-106.6521795028791,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 2}",1
470,False,"{'a': 0.6250022682827008, 'e': 0.891568288195329}",25,7,-139.42698298200435,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 3}",1
471,False,"{'a': 0.6243775784114112, 'e': 0.891114956201324}",25,0,-147.027285321609,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
472,False,"{'a': 0.623753512917752, 'e': 0.890660733092437}",20,0,-24.926175250740286,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
473,False,"{'a': 0.6231300711776578, 'e': 0.8902056193228912}",20,0,-133.39224615443513,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
474,False,"{'a': 0.6225072525676868, 'e': 0.8897496153478003}",20,0,-101.42550939632872,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
475,False,"{'a': 0.62188505646502, 'e': 0.8892927216231682}",25,0,-57.9470144433145,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
476,False,"{'a': 0.6212634822474616, 'e': 0.8888349386058886}",20,0,-90.87410151952112,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
477,False,"{'a': 0.6206425292934373, 'e': 0.8883762667537444}",20,0,-119.71702943055578,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
478,False,"{'a': 0.6200221969819939, 'e': 0.8879167065254074}",25,0,-121.97592024851963,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
479,False,"{'a': 0.6194024846927992, 'e': 0.8874562583804381}",20,0,-70.00344291177397,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
480,False,"{'a': 0.6187833918061408, 'e': 0.8869949227792842}",25,16,-17.317733854579892,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
481,False,"{'a': 0.6181649177029258, 'e': 0.8865327001832815}",20,0,-54.634696959073565,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
482,False,"{'a': 0.61754706176468, 'e': 0.8860695910546524}",30,6,-107.76740483169233,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 1}",1
483,False,"{'a': 0.6169298233735474, 'e': 0.8856055958565062}",20,0,-71.65859180059172,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",0
484,False,"{'a': 0.6163132019122897, 'e': 0.8851407150528379}",20,0,-132.52773624921258,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
485,False,"{'a': 0.6156971967642851, 'e': 0.8846749491085283}",20,0,-79.75366191585334,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
486,False,"{'a': 0.6150818073135287, 'e': 0.8842082984893433}",20,0,-134.34286372718046,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
487,False,"{'a': 0.6144670329446308, 'e': 0.8837407636619335}",25,0,-241.19161814043161,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 5}",0
488,False,"{'a': 0.6138528730428171, 'e': 0.8832723450938338}",25,0,-202.4830765354783,"{0: 16, 1: 1, 2: 2, 3: 2, 4: 4}",0
489,False,"{'a': 0.6132393269939276, 'e': 0.8828030432534625}",20,0,-47.33923386401336,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
490,False,"{'a': 0.6126263941844161, 'e': 0.8823328586101215}",20,0,-154.20802829396692,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 3}",0
491,False,"{'a': 0.6120140740013499, 'e': 0.8818617916339955}",30,0,-130.5429892177295,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",0
492,False,"{'a': 0.6114023658324087, 'e': 0.8813898427961513}",35,0,-186.5163717842401,"{0: 25, 1: 0, 2: 4, 3: 3, 4: 3}",0
493,False,"{'a': 0.6107912690658843, 'e': 0.8809170125685377}",30,0,-68.91325146617245,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
494,False,"{'a': 0.6101807830906798, 'e': 0.880443301423985}",25,0,-121.26428191378035,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
495,False,"{'a': 0.6095709072963094, 'e': 0.8799687098362042}",20,0,-72.78252084761269,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
496,False,"{'a': 0.6089616410728969, 'e': 0.879493238279787}",20,0,-66.01647839521179,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
497,False,"{'a': 0.6083529838111763, 'e': 0.8790168872302047}",25,1,-158.14353909532477,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 4}",1
498,False,"{'a': 0.6077449349024902, 'e': 0.8785396571638084}",30,0,-248.69704694318065,"{0: 15, 1: 2, 2: 8, 3: 1, 4: 4}",0
499,False,"{'a': 0.6071374937387897, 'e': 0.8780615485578283}",20,7,-50.88445994877359,"{0: 7, 1: 2, 2: 3, 3: 1, 4: 0}",1
500,False,"{'a': 0.6065306597126334, 'e': 0.8775825618903728}",25,4,-106.21803144146146,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 1}",1
501,False,"{'a': 0.6059244322171875, 'e': 0.8771026976404284}",25,0,-158.31943360973995,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
502,False,"{'a': 0.6053188106462243, 'e': 0.8766219562878595}",25,3,-65.39376638356084,"{0: 17, 1: 1, 2: 1, 3: 2, 4: 1}",1
503,False,"{'a': 0.6047137943941221, 'e': 0.8761403383134074}",30,0,-261.2236067247856,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 5}",0
504,False,"{'a': 0.6041093828558647, 'e': 0.87565784419869}",30,0,-103.64922878471566,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
505,False,"{'a': 0.6035055754270405, 'e': 0.8751744744262013}",30,0,-53.18299797580009,"{0: 21, 1: 2, 2: 7, 3: 0, 4: 0}",0
506,False,"{'a': 0.6029023715038421, 'e': 0.8746902294793112}",25,0,-131.23706236844785,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
507,False,"{'a': 0.6022997704830654, 'e': 0.8742051098422644}",30,4,-69.78558718423204,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 1}",1
508,False,"{'a': 0.6016977717621094, 'e': 0.8737191160001807}",20,0,-161.72752690574103,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
509,False,"{'a': 0.6010963747389753, 'e': 0.8732322484390539}",20,0,-97.81962486505853,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
510,False,"{'a': 0.6004955788122659, 'e': 0.8727445076457513}",25,0,-207.49724555963434,"{0: 12, 1: 5, 2: 4, 3: 0, 4: 4}",0
511,False,"{'a': 0.5998953833811855, 'e': 0.8722558941080137}",35,3,-154.49605215149938,"{0: 18, 1: 1, 2: 11, 3: 1, 4: 1}",1
512,False,"{'a': 0.5992957878455385, 'e': 0.8717664083144548}",25,0,-138.32015947991513,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
513,False,"{'a': 0.5986967916057292, 'e': 0.8712760507545603}",20,0,-108.85128336420897,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
514,False,"{'a': 0.5980983940627614, 'e': 0.8707848219186876}",25,0,-71.12061659924802,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
515,False,"{'a': 0.5975005946182375, 'e': 0.8702927222980654}",25,20,8.459405013851947,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.596903392674358, 'e': 0.8697997523847936}",20,0,-106.75571339627535,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
517,False,"{'a': 0.596306787633921, 'e': 0.8693059126718419}",25,8,-74.68829550277498,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 2}",1
518,False,"{'a': 0.5957107789003212, 'e': 0.8688112036530499}",20,8,-49.243055719423275,"{0: 7, 1: 0, 2: 4, 3: 1, 4: 0}",1
519,False,"{'a': 0.5951153658775501, 'e': 0.8683156258231266}",20,0,-53.701919939251326,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
520,False,"{'a': 0.5945205479701944, 'e': 0.8678191796776499}",20,3,-90.59894985242865,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 1}",1
521,False,"{'a': 0.5939263245834362, 'e': 0.8673218657130658}",25,0,-80.92817642340017,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
522,False,"{'a': 0.593332695123052, 'e': 0.8668236844266883}",20,0,-15.849150519530813,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
523,False,"{'a': 0.5927396589954125, 'e': 0.8663246363166986}",20,0,-85.66013774804179,"{0: 13, 1: 0, 2: 4, 3: 3, 4: 0}",0
524,False,"{'a': 0.5921472156074813, 'e': 0.8658247218821448}",30,0,-81.64537327882285,"{0: 20, 1: 6, 2: 3, 3: 0, 4: 1}",0
525,False,"{'a': 0.5915553643668151, 'e': 0.8653239416229412}",30,0,-142.05950407411504,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
526,False,"{'a': 0.5909641046815626, 'e': 0.8648222960398683}",25,0,-211.88178389745022,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 5}",0
527,False,"{'a': 0.5903734359604639, 'e': 0.8643197856345712}",20,0,-54.3327412760644,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
528,False,"{'a': 0.5897833576128505, 'e': 0.8638164109095605}",30,0,-22.23155666792859,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
529,False,"{'a': 0.5891938690486438, 'e': 0.863312172368211}",30,9,-54.38277298269916,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 1}",1
530,False,"{'a': 0.5886049696783552, 'e': 0.862807070514761}",20,0,-109.2408125724383,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
531,False,"{'a': 0.5880166589130854, 'e': 0.8623011058543124}",20,0,0.8144332197958544,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
532,False,"{'a': 0.5874289361645234, 'e': 0.8617942788928298}",20,0,-42.951911767263844,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
533,False,"{'a': 0.5868418008449466, 'e': 0.8612865901371402}",25,0,-144.77702069327347,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
534,False,"{'a': 0.5862552523672196, 'e': 0.8607780400949321}",20,0,-92.95922954571628,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
535,False,"{'a': 0.5856692901447939, 'e': 0.8602686292747557}",25,0,-156.19412780603892,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
536,False,"{'a': 0.585083913591707, 'e': 0.8597583581860216}",30,0,-242.64168553885358,"{0: 17, 1: 2, 2: 4, 3: 3, 4: 4}",0
537,False,"{'a': 0.5844991221225824, 'e': 0.8592472273390012}",20,0,-112.93943416036275,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
538,False,"{'a': 0.5839149151526287, 'e': 0.8587352372448249}",20,14,-40.635954997374405,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
539,False,"{'a': 0.5833312920976388, 'e': 0.8582223884154829}",20,0,-49.25499212421188,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
540,False,"{'a': 0.5827482523739896, 'e': 0.8577086813638242}",25,0,-156.35495432286794,"{0: 16, 1: 1, 2: 3, 3: 3, 4: 2}",0
541,False,"{'a': 0.5821657953986414, 'e': 0.8571941166035554}",25,0,-121.38151269555055,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
542,False,"{'a': 0.5815839205891371, 'e': 0.8566786946492415}",20,0,-31.713023265114426,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
543,False,"{'a': 0.5810026273636019, 'e': 0.8561624160163044}",20,13,-7.647915298833487,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
544,False,"{'a': 0.5804219151407424, 'e': 0.8556452812210225}",20,0,-62.48477687366342,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
545,False,"{'a': 0.5798417833398464, 'e': 0.8551272907805307}",20,0,10.031518465131926,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
546,False,"{'a': 0.579262231380782, 'e': 0.8546084452128195}",20,0,-117.97497852474145,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
547,False,"{'a': 0.5786832586839974, 'e': 0.8540887450367343}",25,0,-136.85630581380332,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
